Time,X,Y,Theta,X_Dest,Y_Dest,Lin_Vel,Ang_Vel
"12:33:16,396",-0.0109898,1.00298,2.03799,NaN,NaN,NaN,NaN
"12:33:16,416",-0.00901794,1.00404,2.01837,NaN,NaN,NaN,NaN
"12:33:16,434",-0.00901771,1.00404,2.00367,NaN,NaN,NaN,NaN
"12:33:16,454",-0.00902081,1.00405,1.98111,NaN,NaN,NaN,NaN
"12:33:16,470",-0.00899201,1.00398,1.96753,NaN,NaN,NaN,NaN
"12:33:16,482",NaN,NaN,NaN,NaN,NaN,0.00115372,-0.938958
"12:33:16,491",-0.00901081,1.00303,1.94832,NaN,NaN,NaN,NaN
"12:33:16,522",-0.00905979,1.00315,1.92351,NaN,NaN,NaN,NaN
"12:33:16,550",-0.0090282,1.00308,1.90083,NaN,NaN,NaN,NaN
"12:33:16,558",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"12:33:17,785",NaN,NaN,NaN,NaN,NaN,0.00296383,-0.0175616
"12:33:17,796",-0.010001,1.00011,1.57963,NaN,NaN,NaN,NaN
"12:33:17,813",-0.0100005,1.00006,1.57955,NaN,NaN,NaN,NaN
"12:33:17,831",-0.00999993,NaN,1.57943,NaN,NaN,NaN,NaN
"12:33:17,849",-0.01,1.00001,1.57923,NaN,NaN,NaN,NaN
"12:33:17,867",-0.0100006,1.00007,1.57899,NaN,NaN,NaN,NaN
"12:33:17,884",NaN,NaN,NaN,NaN,NaN,0.00333376,-0.0120316
"12:33:17,892",-0.0100013,1.00015,1.57863,NaN,NaN,NaN,NaN
"12:33:17,903",-0.0100008,1.0001,1.57851,NaN,NaN,NaN,NaN
"12:33:17,925",-0.0100002,1.00004,1.57826,NaN,NaN,NaN,NaN
"12:33:17,944",-0.0100008,1.0001,1.57806,NaN,NaN,NaN,NaN
"12:33:17,953",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"12:33:17,962",-0.0100009,1.00011,1.57786,NaN,NaN,NaN,NaN
"12:33:17,980",-0.0100004,1.00005,1.5777,NaN,NaN,NaN,NaN
"12:33:17,988",NaN,NaN,NaN,NaN,NaN,0.00266303,-0.0104576
"12:33:17,998",-0.0099998,1.00098,1.57754,NaN,NaN,NaN,NaN
"12:33:18,016",-0.00999956,1.00196,1.57742,NaN,NaN,NaN,NaN
"12:33:18,038",-0.01,1.00202,1.57726,NaN,NaN,NaN,NaN
"12:33:18,053",-0.0100005,1.00107,1.57706,NaN,NaN,NaN,NaN
"12:33:18,069",-0.0100006,1.00008,1.57697,NaN,NaN,NaN,NaN
"12:33:18,084",NaN,NaN,NaN,NaN,NaN,0.00223849,-0.00879044
"12:33:18,092",-0.0100005,1.00007,1.57677,NaN,NaN,NaN,NaN
"12:33:18,104",-0.0100004,1.00106,1.57665,NaN,NaN,NaN,NaN
"12:33:18,122",-0.0100001,1.00204,1.57649,NaN,NaN,NaN,NaN
"12:33:18,141",-0.00999993,1.00201,1.57637,NaN,NaN,NaN,NaN
"12:33:18,153",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"12:33:18,161",-0.00999997,1.001,1.57625,NaN,NaN,NaN,NaN
"12:33:18,178",-0.0100003,1.00105,1.57613,NaN,NaN,NaN,NaN
"12:33:18,186",NaN,NaN,NaN,NaN,NaN,0.00171907,-0.00675072
"12:33:18,195",-0.0100004,1.00107,1.57605,NaN,NaN,NaN,NaN
"12:33:18,214",-0.0100003,1.00105,1.57593,NaN,NaN,NaN,NaN
"12:33:18,224",NaN,NaN,NaN,NaN,NaN,0.00171452,-0.00673285
"12:33:18,232",-0.00999989,1.00102,1.57099,NaN,NaN,NaN,NaN
"12:33:18,249",-0.00999866,1.00134,1.56742,NaN,NaN,NaN,NaN
"12:33:18,267",-0.00999742,1.00192,1.56842,NaN,NaN,NaN,NaN
"12:33:18,287",-0.0100014,1.00249,1.57333,NaN,NaN,NaN,NaN
"12:33:18,304",-0.0100025,1.00282,1.57002,NaN,NaN,NaN,NaN
"12:33:18,322",-0.0099964,1.00264,1.56599,NaN,NaN,NaN,NaN
"12:33:18,332",NaN,NaN,NaN,NaN,NaN,0.0573253,-0.0503425
"12:33:18,341",-0.00998399,1.00356,1.56444,NaN,NaN,NaN,NaN
"12:33:18,353",NaN,NaN,NaN,0.0,2.0,NaN,NaN
"12:33:18,361",-0.00998131,1.00594,1.5672,NaN,NaN,NaN,NaN
"12:33:18,378",-0.00998056,1.00796,1.56369,NaN,NaN,NaN,NaN
"12:33:18,395",-0.00997241,1.01028,1.55828,NaN,NaN,NaN,NaN
"12:33:18,414",-0.00995731,1.01307,1.55772,NaN,NaN,NaN,NaN
"12:33:18,432",NaN,NaN,NaN,NaN,NaN,0.12772,-0.0321644
"12:33:18,440",-0.00994458,1.0166,1.55989,NaN,NaN,NaN,NaN
"12:33:18,451",-0.0109575,1.01655,1.56375,NaN,NaN,NaN,NaN
"12:33:18,468",-0.0119845,1.01905,1.56497,NaN,NaN,NaN,NaN
"12:33:18,485",-0.0119974,1.02275,1.56103,NaN,NaN,NaN,NaN
"12:33:18,504",-0.0109638,1.02765,1.55762,NaN,NaN,NaN,NaN
"12:33:18,523",-0.00990963,1.0317,1.55574,NaN,NaN,NaN,NaN
"12:33:18,532",NaN,NaN,NaN,NaN,NaN,0.195,-0.0352822
"12:33:18,540",-0.00989588,1.0338,1.55715,NaN,NaN,NaN,NaN
"12:33:18,554",NaN,NaN,NaN,0.0,2.0,NaN,NaN
"12:33:18,562",-0.0109301,1.03754,1.56041,NaN,NaN,NaN,NaN
"12:33:18,578",-0.0109082,1.04238,1.55853,NaN,NaN,NaN,NaN
"12:33:18,598",-0.0109029,1.0486,1.55708,NaN,NaN,NaN,NaN
"12:33:18,614",-0.0108615,1.0522,1.55351,NaN,NaN,NaN,NaN
"12:33:18,632",NaN,NaN,NaN,NaN,NaN,0.263734,-0.0268934
"12:33:18,640",-0.0107985,1.05871,1.55027,NaN,NaN,NaN,NaN
"12:33:18,651",-0.0108351,1.06062,1.55365,NaN,NaN,NaN,NaN
"12:33:18,669",-0.0109071,1.06664,1.5553,NaN,NaN,NaN,NaN
"12:33:18,732",NaN,NaN,NaN,NaN,NaN,0.333799,-0.0283516
"12:33:18,753",NaN,NaN,NaN,0.0,2.0,NaN,NaN
"12:33:18,777",-0.0113414,1.10676,1.5506,NaN,NaN,NaN,NaN
"12:33:18,833",NaN,NaN,NaN,NaN,NaN,0.405493,-0.0208873
"12:33:18,877",-0.0104262,1.14988,1.54879,NaN,NaN,NaN,NaN
"12:33:18,933",NaN,NaN,NaN,NaN,NaN,0.477358,-0.0149762
"12:33:18,954",NaN,NaN,NaN,0.0,2.0,NaN,NaN
"12:33:18,977",-0.00927739,1.20043,1.5475,NaN,NaN,NaN,NaN
"12:33:19,033",NaN,NaN,NaN,NaN,NaN,0.548656,-0.00529572
"12:33:19,077",-0.00792587,1.25797,1.54713,NaN,NaN,NaN,NaN
"12:33:19,133",NaN,NaN,NaN,NaN,NaN,0.620735,0.00154389
"12:33:19,154",NaN,NaN,NaN,0.0,2.0,NaN,NaN
"12:33:19,178",-0.00638276,1.32347,1.54746,NaN,NaN,NaN,NaN
"12:33:19,233",NaN,NaN,NaN,NaN,NaN,0.693771,0.00770577
"12:33:19,277",-0.00475532,1.39493,1.54862,NaN,NaN,NaN,NaN
"12:33:19,334",NaN,NaN,NaN,NaN,NaN,0.765836,0.0174976
"12:33:19,354",NaN,NaN,NaN,0.0,2.0,NaN,NaN
"12:33:19,378",-0.00309398,1.47304,1.5502,NaN,NaN,NaN,NaN
"12:33:19,434",NaN,NaN,NaN,NaN,NaN,0.724837,0.0204039
"12:33:19,478",-0.00175491,1.54227,1.55269,NaN,NaN,NaN,NaN
"12:33:19,534",NaN,NaN,NaN,NaN,NaN,0.629651,0.019624
"12:33:19,554",NaN,NaN,NaN,0.0,2.0,NaN,NaN
"12:33:19,578",-0.000719402,1.60239,1.55471,NaN,NaN,NaN,NaN
"12:33:19,634",NaN,NaN,NaN,NaN,NaN,0.559335,0.0245886
"12:33:19,678",7.46081,1.65593,1.55717,NaN,NaN,NaN,NaN
"12:33:19,734",NaN,NaN,NaN,NaN,NaN,0.49341,0.0233853
"12:33:19,754",NaN,NaN,NaN,0.0,2.0,NaN,NaN
