Time,X,Y,Theta,X_Dest,Y_Dest,Lin_Vel,Ang_Vel
"13:41:10,168",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:10,179",0.989972,1.00009,3.10115,NaN,NaN,NaN,NaN
"13:41:10,197",0.98756,1.00009,3.10477,NaN,NaN,NaN,NaN
"13:41:10,214",0.985394,1.00008,3.1068,NaN,NaN,NaN,NaN
"13:41:10,233",0.983056,1.00009,3.10733,NaN,NaN,NaN,NaN
"13:41:10,248",NaN,NaN,NaN,NaN,NaN,0.124698,0.0458221
"13:41:10,256",0.980402,1.00012,3.1066,NaN,NaN,NaN,NaN
"13:41:10,271",0.978915,1.00018,3.10652,NaN,NaN,NaN,NaN
"13:41:10,289",0.975946,1.00018,3.10779,NaN,NaN,NaN,NaN
"13:41:10,306",0.972945,1.0001,3.10852,NaN,NaN,NaN,NaN
"13:41:10,323",0.969411,1.00005,3.10729,NaN,NaN,NaN,NaN
"13:41:10,341",0.965529,1.00008,3.109,NaN,NaN,NaN,NaN
"13:41:10,349",NaN,NaN,NaN,NaN,NaN,0.190945,0.0551027
"13:41:10,360",0.961915,1.00016,3.1098,NaN,NaN,NaN,NaN
"13:41:10,367",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:10,378",0.958224,1.00021,3.11258,NaN,NaN,NaN,NaN
"13:41:10,396",0.953776,1.00017,3.11488,NaN,NaN,NaN,NaN
"13:41:10,414",0.948846,1.00008,3.11576,NaN,NaN,NaN,NaN
"13:41:10,432",0.944159,1.00005,3.11302,NaN,NaN,NaN,NaN
"13:41:10,448",NaN,NaN,NaN,NaN,NaN,0.26158,0.043046
"13:41:10,456",0.936372,1.00017,3.11418,NaN,NaN,NaN,NaN
"13:41:10,470",0.934454,1.00026,3.11664,NaN,NaN,NaN,NaN
"13:41:10,548",NaN,NaN,NaN,NaN,NaN,0.33167,0.0424137
"13:41:10,561",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:10,578",0.898648,1.00094,3.12181,NaN,NaN,NaN,NaN
"13:41:10,648",NaN,NaN,NaN,NaN,NaN,0.40198,0.0394543
"13:41:10,678",0.856806,1.00168,3.12568,NaN,NaN,NaN,NaN
"13:41:10,748",NaN,NaN,NaN,NaN,NaN,0.474732,0.0404229
"13:41:10,761",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:10,778",0.807454,1.00237,3.12963,NaN,NaN,NaN,NaN
"13:41:10,848",NaN,NaN,NaN,NaN,NaN,0.547264,0.0346725
"13:41:10,878",0.751012,1.00294,3.13321,NaN,NaN,NaN,NaN
"13:41:10,949",NaN,NaN,NaN,NaN,NaN,0.618285,0.035372
"13:41:10,961",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:10,979",0.686835,1.00337,3.13664,NaN,NaN,NaN,NaN
"13:41:11,049",NaN,NaN,NaN,NaN,NaN,0.692611,0.0326228
"13:41:11,079",0.615795,1.0036,3.13986,NaN,NaN,NaN,NaN
"13:41:11,149",NaN,NaN,NaN,NaN,NaN,0.764914,0.0296819
"13:41:11,162",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:11,179",0.53823,1.00363,3.14276,NaN,NaN,NaN,NaN
"13:41:11,249",NaN,NaN,NaN,NaN,NaN,0.723751,0.0245432
"13:41:11,279",0.467631,1.00347,3.14498,NaN,NaN,NaN,NaN
"13:41:11,349",NaN,NaN,NaN,NaN,NaN,0.630579,0.0156746
"13:41:11,362",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:11,379",0.406417,1.00321,3.14667,NaN,NaN,NaN,NaN
"13:41:11,449",NaN,NaN,NaN,NaN,NaN,0.562439,0.0156644
"13:41:11,479",0.351882,1.00288,3.14824,NaN,NaN,NaN,NaN
"13:41:11,549",NaN,NaN,NaN,NaN,NaN,0.492102,0.0105879
"13:41:11,562",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:11,579",0.304003,1.00255,3.14921,NaN,NaN,NaN,NaN
"13:41:11,649",NaN,NaN,NaN,NaN,NaN,0.434765,0.00718691
"13:41:11,679",0.261838,1.00221,3.14997,NaN,NaN,NaN,NaN
"13:41:11,750",NaN,NaN,NaN,NaN,NaN,0.380179,0.0051444
"13:41:11,762",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:11,780",0.224586,1.00189,3.15078,NaN,NaN,NaN,NaN
"13:41:11,850",NaN,NaN,NaN,NaN,NaN,0.332825,0.00385722
"13:41:11,880",0.19239,1.00159,3.15106,NaN,NaN,NaN,NaN
"13:41:11,950",NaN,NaN,NaN,NaN,NaN,0.289335,0.00313167
"13:41:11,963",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:11,980",0.1644,1.00132,3.15134,NaN,NaN,NaN,NaN
"13:41:12,050",NaN,NaN,NaN,NaN,NaN,0.251385,0.0040921
"13:41:12,080",0.140081,1.00108,3.15155,NaN,NaN,NaN,NaN
"13:41:12,150",NaN,NaN,NaN,NaN,NaN,0.217763,-0.00193209
"13:41:12,163",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:12,180",0.119004,1.00087,3.1515,NaN,NaN,NaN,NaN
"13:41:12,250",NaN,NaN,NaN,NaN,NaN,0.188061,-0.000208376
"13:41:12,281",0.100645,1.00069,3.15142,NaN,NaN,NaN,NaN
"13:41:12,350",NaN,NaN,NaN,NaN,NaN,0.162459,-0.00378799
"13:41:12,363",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:12,380",0.0851164,1.00054,3.15102,NaN,NaN,NaN,NaN
"13:41:12,450",NaN,NaN,NaN,NaN,NaN,0.13982,-0.00395488
"13:41:12,481",0.0715059,1.00042,3.15066,NaN,NaN,NaN,NaN
"13:41:12,489",0.0705213,1.00041,3.15066,NaN,NaN,NaN,NaN
"13:41:12,506",0.0600308,1.00196,3.15656,NaN,NaN,NaN,NaN
"13:41:12,527",0.0497046,1.00351,3.16194,NaN,NaN,NaN,NaN
"13:41:12,544",0.056708,1.00194,3.15607,NaN,NaN,NaN,NaN
"13:41:12,551",NaN,NaN,NaN,NaN,NaN,0.108913,0.0196961
"13:41:12,563",0.0624905,1.0004,3.15168,NaN,NaN,NaN,NaN
"13:41:12,571",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:12,582",0.0599158,1.00044,3.15128,NaN,NaN,NaN,NaN
"13:41:12,615",0.0487587,1.002,3.15591,NaN,NaN,NaN,NaN
"13:41:12,634",0.0478001,1.00195,3.15851,NaN,NaN,NaN,NaN
"13:41:12,651",NaN,NaN,NaN,NaN,NaN,0.0936737,0.00334596
"13:41:12,659",0.0458366,1.00191,3.16101,NaN,NaN,NaN,NaN
"13:41:12,671",0.0443746,1.00195,3.15582,NaN,NaN,NaN,NaN
"13:41:12,689",0.0425073,1.00202,3.15061,NaN,NaN,NaN,NaN
"13:41:12,706",0.0407788,1.00206,3.14798,NaN,NaN,NaN,NaN
"13:41:12,725",0.0387433,1.00202,3.15068,NaN,NaN,NaN,NaN
"13:41:12,743",0.0367236,1.00194,3.16023,NaN,NaN,NaN,NaN
"13:41:12,751",NaN,NaN,NaN,NaN,NaN,0.0782418,0.00354935
"13:41:12,762",0.0355959,1.00189,3.16295,NaN,NaN,NaN,NaN
"13:41:12,770",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:12,781",0.0356212,1.00192,3.16095,NaN,NaN,NaN,NaN
"13:41:12,799",0.034856,1.00202,3.15128,NaN,NaN,NaN,NaN
"13:41:12,817",0.0330758,1.0021,3.14619,NaN,NaN,NaN,NaN
"13:41:12,837",0.031071,1.00206,3.15242,NaN,NaN,NaN,NaN
"13:41:12,851",NaN,NaN,NaN,NaN,NaN,0.0656163,0.00331187
"13:41:12,859",0.0296314,1.00193,3.16456,NaN,NaN,NaN,NaN
"13:41:12,871",0.0291849,1.00196,3.15755,NaN,NaN,NaN,NaN
"13:41:12,891",0.0280561,1.00201,3.14976,NaN,NaN,NaN,NaN
"13:41:12,912",0.0267744,1.00197,3.15809,NaN,NaN,NaN,NaN
"13:41:12,927",0.0261437,1.00197,3.15576,NaN,NaN,NaN,NaN
"13:41:12,946",0.0252514,1.00098,3.15559,NaN,NaN,NaN,NaN
"13:41:12,954",NaN,NaN,NaN,NaN,NaN,0.055177,0.000882235
"13:41:12,963",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:12,971",0.0238564,1.00099,3.15568,NaN,NaN,NaN,NaN
"13:41:12,985",0.0233898,1.00198,3.15845,NaN,NaN,NaN,NaN
"13:41:13,002",0.0225078,1.00296,3.1612,NaN,NaN,NaN,NaN
"13:41:13,020",0.0212566,1.00197,3.16231,NaN,NaN,NaN,NaN
"13:41:13,036",0.0200924,1.001,3.15923,NaN,NaN,NaN,NaN
"13:41:13,051",NaN,NaN,NaN,NaN,NaN,0.0453509,0.00273438
"13:41:13,059",0.0187692,1.00101,3.15464,NaN,NaN,NaN,NaN
"13:41:13,072",0.018718,1.00198,3.15329,NaN,NaN,NaN,NaN
"13:41:13,091",0.0179437,1.00296,3.15464,NaN,NaN,NaN,NaN
"13:41:13,110",0.0165898,1.00197,3.15705,NaN,NaN,NaN,NaN
"13:41:13,130",0.0159694,1.00099,3.1595,NaN,NaN,NaN,NaN
"13:41:13,145",0.0158001,1.00098,3.15313,NaN,NaN,NaN,NaN
"13:41:13,153",NaN,NaN,NaN,NaN,NaN,0.037867,0.00145488
"13:41:13,165",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:13,173",0.014764,1.00098,3.15194,NaN,NaN,NaN,NaN
"13:41:13,183",0.0150461,1.00099,3.15573,NaN,NaN,NaN,NaN
"13:41:13,201",0.0144001,1.001,3.16104,NaN,NaN,NaN,NaN
"13:41:13,220",0.0128002,1.001,3.16323,NaN,NaN,NaN,NaN
"13:41:13,237",0.0119488,1.00099,3.15796,NaN,NaN,NaN,NaN
"13:41:13,251",NaN,NaN,NaN,NaN,NaN,0.0304953,0.00010767
"13:41:13,259",0.011482,1.00099,3.15038,NaN,NaN,NaN,NaN
"13:41:13,274",0.0110769,1.00099,3.15576,NaN,NaN,NaN,NaN
"13:41:13,289",0.0111027,1.00099,3.16366,NaN,NaN,NaN,NaN
"13:41:13,307",0.0104823,1.00099,3.16361,NaN,NaN,NaN,NaN
"13:41:13,326",0.00992832,1.00099,3.15813,NaN,NaN,NaN,NaN
"13:41:13,345",0.0090255,1.001,3.15022,NaN,NaN,NaN,NaN
"13:41:13,353",NaN,NaN,NaN,NaN,NaN,0.0247608,0.00227683
"13:41:13,364",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:13,372",0.00853306,1.001,3.15032,NaN,NaN,NaN,NaN
"13:41:13,383",0.00931283,1.00099,3.15826,NaN,NaN,NaN,NaN
"13:41:13,402",0.00917471,1.00098,3.16365,NaN,NaN,NaN,NaN
"13:41:13,422",0.00844144,1.00098,3.16359,NaN,NaN,NaN,NaN
"13:41:13,439",0.00730265,1.00099,3.15826,NaN,NaN,NaN,NaN
"13:41:13,452",NaN,NaN,NaN,NaN,NaN,0.0205821,0.00346106
"13:41:13,460",0.0064407,1.001,3.15038,NaN,NaN,NaN,NaN
"13:41:13,475",0.00732309,1.00099,3.15834,NaN,NaN,NaN,NaN
"13:41:13,491",0.00748249,1.00098,3.16869,NaN,NaN,NaN,NaN
"13:41:13,510",0.00677999,1.00098,3.16598,NaN,NaN,NaN,NaN
"13:41:13,529",0.00511288,1.001,3.15306,NaN,NaN,NaN,NaN
"13:41:13,547",0.00423032,1.00102,3.14528,NaN,NaN,NaN,NaN
"13:41:13,555",NaN,NaN,NaN,NaN,NaN,0.0112077,0.000431373
"13:41:13,564",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:13,571",0.00472769,1.00102,3.15296,NaN,NaN,NaN,NaN
"13:41:13,586",0.00463076,1.001,3.16079,NaN,NaN,NaN,NaN
"13:41:13,603",0.00480052,1.00098,3.16344,NaN,NaN,NaN,NaN
"13:41:13,622",0.00473903,1.00097,3.15848,NaN,NaN,NaN,NaN
"13:41:13,638",0.0049385,1.001,3.15494,NaN,NaN,NaN,NaN
"13:41:13,652",NaN,NaN,NaN,NaN,NaN,0.00976364,0.0015942
"13:41:13,660",0.0047995,1.00102,3.1572,NaN,NaN,NaN,NaN
"13:41:13,673",0.00468207,1.001,3.15823,NaN,NaN,NaN,NaN
"13:41:13,694",0.00471848,1.00097,3.15914,NaN,NaN,NaN,NaN
"13:41:13,709",0.00485643,1.001,3.16059,NaN,NaN,NaN,NaN
"13:41:13,727",0.00399438,1.00102,3.16207,NaN,NaN,NaN,NaN
"13:41:13,747",0.00299438,1.00102,3.15968,NaN,NaN,NaN,NaN
"13:41:13,754",NaN,NaN,NaN,NaN,NaN,0.00609932,0.000622564
"13:41:13,763",0.00378464,1.001,3.16318,NaN,NaN,NaN,NaN
"13:41:13,771",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:13,780",0.00468771,1.00097,3.15925,NaN,NaN,NaN,NaN
"13:41:13,798",0.00480051,1.00098,3.15676,NaN,NaN,NaN,NaN
"13:41:13,817",0.00398973,1.001,3.1565,NaN,NaN,NaN,NaN
"13:41:13,835",0.00310717,1.00102,3.15793,NaN,NaN,NaN,NaN
"13:41:13,852",NaN,NaN,NaN,NaN,NaN,0.00505429,0.00026065
"13:41:13,861",0.00302515,1.00102,3.16209,NaN,NaN,NaN,NaN
"13:41:13,871",0.00287694,1.001,3.15897,NaN,NaN,NaN,NaN
"13:41:13,889",0.00273897,1.00098,3.15251,NaN,NaN,NaN,NaN
"13:41:13,907",0.00276972,1.00098,3.14924,NaN,NaN,NaN,NaN
"13:41:13,924",0.00295896,1.001,3.15736,NaN,NaN,NaN,NaN
"13:41:13,943",0.0031072,1.00102,3.16678,NaN,NaN,NaN,NaN
"13:41:13,952",NaN,NaN,NaN,NaN,NaN,0.00444391,0.000285961
"13:41:13,962",0.00306621,1.00102,3.16761,NaN,NaN,NaN,NaN
"13:41:13,970",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:13,980",0.00288723,1.001,3.16154,NaN,NaN,NaN,NaN
"13:41:13,998",0.00275947,1.00098,3.15203,NaN,NaN,NaN,NaN
"13:41:14,016",0.00281071,1.00098,3.14624,NaN,NaN,NaN,NaN
"13:41:14,035",0.00298969,1.001,3.1498,NaN,NaN,NaN,NaN
"13:41:14,052",NaN,NaN,NaN,NaN,NaN,0.00354986,-0.000741394
"13:41:14,060",0.00308669,1.00102,3.16431,NaN,NaN,NaN,NaN
"13:41:14,071",0.00289745,1.001,3.16059,NaN,NaN,NaN,NaN
"13:41:14,089",0.00273897,1.00098,3.15703,NaN,NaN,NaN,NaN
"13:41:14,108",0.00277998,1.00098,3.15211,NaN,NaN,NaN,NaN
"13:41:14,128",0.00297947,1.001,3.15075,NaN,NaN,NaN,NaN
"13:41:14,145",0.00189744,1.001,3.15815,NaN,NaN,NaN,NaN
"13:41:14,153",NaN,NaN,NaN,NaN,NaN,0.00334586,-0.000286579
"13:41:14,163",0.000856441,1.001,3.16556,NaN,NaN,NaN,NaN
"13:41:14,171",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:14,180",0.000897482,1.001,3.16803,NaN,NaN,NaN,NaN
"13:41:14,198",0.00201028,1.001,3.1607,NaN,NaN,NaN,NaN
"13:41:14,216",0.003041,1.001,3.15083,NaN,NaN,NaN,NaN
"13:41:14,234",0.00299995,1.001,3.14836,NaN,NaN,NaN,NaN
"13:41:14,253",NaN,NaN,NaN,NaN,NaN,0.00255681,-0.00166019
"13:41:14,261",0.00188716,1.001,3.15567,NaN,NaN,NaN,NaN
"13:41:14,273",0.00193846,1.001,3.15815,NaN,NaN,NaN,NaN
"13:41:14,290",0.00197951,1.001,3.16062,NaN,NaN,NaN,NaN
"13:41:14,307",0.00201029,1.001,3.16322,NaN,NaN,NaN,NaN
"13:41:14,325",0.0019795,1.001,3.16074,NaN,NaN,NaN,NaN
"13:41:14,344",0.00193844,1.001,3.15576,NaN,NaN,NaN,NaN
"13:41:14,353",NaN,NaN,NaN,NaN,NaN,0.00221859,0.000407697
"13:41:14,364",0.00190766,1.001,3.15317,NaN,NaN,NaN,NaN
"13:41:14,372",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:14,382",0.00191795,1.001,3.16071,NaN,NaN,NaN,NaN
"13:41:14,401",0.00197953,1.001,3.16816,NaN,NaN,NaN,NaN
"13:41:14,418",0.00202057,1.001,3.17067,NaN,NaN,NaN,NaN
"13:41:14,435",0.00200002,1.001,3.16322,NaN,NaN,NaN,NaN
"13:41:14,453",NaN,NaN,NaN,NaN,NaN,0.00213318,0.00052506
"13:41:14,461",0.00194868,1.001,3.15329,NaN,NaN,NaN,NaN
"13:41:14,472",0.00195898,1.001,3.15811,NaN,NaN,NaN,NaN
"13:41:14,480",NaN,NaN,NaN,NaN,NaN,0.00181622,0.000171804
"13:41:14,491",0.00192825,1.001,3.16285,NaN,NaN,NaN,NaN
"13:41:14,508",0.00182571,1.00099,3.16318,NaN,NaN,NaN,NaN
"13:41:14,525",0.00172313,1.00099,3.16455,NaN,NaN,NaN,NaN
"13:41:14,544",0.000784621,1.001,3.16672,NaN,NaN,NaN,NaN
"13:41:14,562",-0.000184592,1.001,3.16999,NaN,NaN,NaN,NaN
"13:41:14,570",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:14,581",-0.000122984,1.001,3.17518,NaN,NaN,NaN,NaN
"13:41:14,589",NaN,NaN,NaN,NaN,NaN,0.00864674,0.185441
"13:41:14,598",0.000969352,1.00099,3.18062,NaN,NaN,NaN,NaN
"13:41:14,617",0.00184637,1.00099,3.18771,NaN,NaN,NaN,NaN
"13:41:14,635",0.00173361,1.00099,3.19553,NaN,NaN,NaN,NaN
"13:41:14,653",-0.000174196,1.00199,3.20415,NaN,NaN,NaN,NaN
"13:41:14,672",-0.00197945,1.002,3.21385,NaN,NaN,NaN,NaN
"13:41:14,688",NaN,NaN,NaN,NaN,NaN,0.00598855,0.463526
"13:41:14,696",-0.00195865,1.001,3.22722,NaN,NaN,NaN,NaN
"13:41:14,709",-0.000143097,1.00099,3.2352,NaN,NaN,NaN,NaN
"13:41:14,726",0.00172369,1.00098,3.24611,NaN,NaN,NaN,NaN
"13:41:14,745",0.00175465,1.00098,3.25945,NaN,NaN,NaN,NaN
"13:41:14,763",-8.09875,1.00099,3.2731,NaN,NaN,NaN,NaN
"13:41:14,771",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:14,781",-0.00195753,1.00099,3.28865,NaN,NaN,NaN,NaN
"13:41:14,789",NaN,NaN,NaN,NaN,NaN,0.00583436,0.737684
"13:41:14,801",-0.00200828,1.00198,3.30561,NaN,NaN,NaN,NaN
"13:41:14,820",-0.000141676,1.00198,3.32337,NaN,NaN,NaN,NaN
"13:41:14,838",0.00176592,1.00098,3.34049,NaN,NaN,NaN,NaN
"13:41:14,876",0.00174728,0.999965,3.37489,NaN,NaN,NaN,NaN
"13:41:14,888",NaN,NaN,NaN,NaN,NaN,0.00502118,0.892327
"13:41:14,895",-0.000139596,1.00097,3.39282,NaN,NaN,NaN,NaN
"13:41:14,915",-0.000139112,1.00196,3.41014,NaN,NaN,NaN,NaN
"13:41:14,931",-0.00010809,1.00197,3.42464,NaN,NaN,NaN,NaN
"13:41:14,951",-5.73805,1.00098,3.44269,NaN,NaN,NaN,NaN
"13:41:14,966",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:14,973",-0.000214972,1.00093,3.46339,NaN,NaN,NaN,NaN
"13:41:14,988",NaN,NaN,NaN,NaN,NaN,0.00498387,0.902079
"13:41:14,996",-0.000213802,1.00093,3.48349,NaN,NaN,NaN,NaN
"13:41:15,007",-7.74297,1.00097,3.4934,NaN,NaN,NaN,NaN
"13:41:15,021",-8.22831,1.00199,3.50621,NaN,NaN,NaN,NaN
"13:41:15,042",-7.16898,1.00299,3.52539,NaN,NaN,NaN,NaN
"13:41:15,063",-6.68726,1.00097,3.54472,NaN,NaN,NaN,NaN
"13:41:15,081",-2.84256,1.00199,3.56144,NaN,NaN,NaN,NaN
"13:41:15,089",NaN,NaN,NaN,NaN,NaN,0.00216024,0.917847
"13:41:15,101",1.04029,1.003,3.58001,NaN,NaN,NaN,NaN
"13:41:15,120",-0.000111346,1.00195,3.59769,NaN,NaN,NaN,NaN
"13:41:15,135",-0.000213506,1.0009,3.61171,NaN,NaN,NaN,NaN
"13:41:15,153",-0.000174869,1.00091,3.62871,NaN,NaN,NaN,NaN
"13:41:15,165",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:15,177",-6.43054,1.00199,3.65163,NaN,NaN,NaN,NaN
"13:41:15,189",NaN,NaN,NaN,NaN,NaN,0.00368104,0.934308
"13:41:15,197",-0.000107486,1.00194,3.66972,NaN,NaN,NaN,NaN
"13:41:15,218",-0.000162789,1.00191,3.68946,NaN,NaN,NaN,NaN
"13:41:15,233",-8.81058,1.00195,3.70351,NaN,NaN,NaN,NaN
"13:41:15,246",5.74889,1.00202,3.71584,NaN,NaN,NaN,NaN
"13:41:15,272",-0.000836894,1.00209,3.74033,NaN,NaN,NaN,NaN
"13:41:15,289",NaN,NaN,NaN,NaN,NaN,0.00217438,0.944882
"13:41:15,297",-0.00102537,1.00198,3.76394,NaN,NaN,NaN,NaN
"13:41:15,309",-0.00106684,1.00195,3.77546,NaN,NaN,NaN,NaN
"13:41:15,329",-4.91223,1.00196,3.79463,NaN,NaN,NaN,NaN
"13:41:15,343",-8.95347,1.00193,3.808,NaN,NaN,NaN,NaN
"13:41:15,366",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:15,374",-9.60006,1.00192,3.83753,NaN,NaN,NaN,NaN
"13:41:15,381",-7.90641,1.00193,3.84494,NaN,NaN,NaN,NaN
"13:41:15,390",NaN,NaN,NaN,NaN,NaN,0.00256319,0.952451
"13:41:15,399",-2.97871,1.00197,3.86218,NaN,NaN,NaN,NaN
"13:41:15,417",-0.000950808,1.00204,3.8787,NaN,NaN,NaN,NaN
"13:41:15,435",-0.00195126,1.00204,3.89594,NaN,NaN,NaN,NaN
"13:41:15,455",-0.00201536,1.00199,3.91519,NaN,NaN,NaN,NaN
"13:41:15,484",-0.00101501,1.00199,3.94271,NaN,NaN,NaN,NaN
"13:41:15,492",NaN,NaN,NaN,NaN,NaN,0.00174219,0.961937
"13:41:15,504",-0.00101444,1.00199,3.96232,NaN,NaN,NaN,NaN
"13:41:15,552",-0.00109608,1.00189,4.00889,NaN,NaN,NaN,NaN
"13:41:15,570",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:15,578",-0.002046,0.999945,4.03382,NaN,NaN,NaN,NaN
"13:41:15,589",NaN,NaN,NaN,NaN,NaN,0.00209697,0.968551
"13:41:15,597",-0.00303887,0.999952,4.05219,NaN,NaN,NaN,NaN
"13:41:15,611",-0.00301175,0.999983,4.0658,NaN,NaN,NaN,NaN
"13:41:15,630",-0.00297859,1.00002,4.08441,NaN,NaN,NaN,NaN
"13:41:15,648",-0.00298454,1.00001,4.10185,NaN,NaN,NaN,NaN
"13:41:15,666",-0.00302314,0.999966,4.11953,NaN,NaN,NaN,NaN
"13:41:15,683",-0.00304963,0.999935,4.13605,NaN,NaN,NaN,NaN
"13:41:15,896",NaN,NaN,NaN,NaN,NaN,0.00118253,0.980823
"13:41:15,907",-0.00299414,1.00001,4.35532,NaN,NaN,NaN,NaN
"13:41:15,926",-0.00301672,0.999962,4.37405,NaN,NaN,NaN,NaN
"13:41:15,944",-0.00301562,0.999973,4.39165,NaN,NaN,NaN,NaN
"13:41:15,962",-0.00299877,1.00001,4.40945,NaN,NaN,NaN,NaN
"13:41:15,971",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:15,981",-0.00298882,1.00002,4.42814,NaN,NaN,NaN,NaN
"13:41:18,692",NaN,NaN,NaN,NaN,NaN,0.0025482,0.0289151
"13:41:18,700",-0.00288718,0.999999,6.274,NaN,NaN,NaN,NaN
"13:41:18,711",-0.00289743,0.999999,6.27416,NaN,NaN,NaN,NaN
"13:41:18,730",-0.00289743,0.999999,6.27448,NaN,NaN,NaN,NaN
"13:41:18,747",-0.00293846,NaN,6.27468,NaN,NaN,NaN,NaN
"13:41:18,765",-0.00298974,NaN,6.27481,NaN,NaN,NaN,NaN
"13:41:18,773",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:18,783",-0.00296923,NaN,6.27489,NaN,NaN,NaN,NaN
"13:41:18,792",NaN,NaN,NaN,NaN,NaN,0.00371413,0.011128
"13:41:18,802",-0.00191795,0.999999,6.27505,NaN,NaN,NaN,NaN
"13:41:18,819",-0.00087692,0.999999,6.27533,NaN,NaN,NaN,NaN
"13:41:18,838",-0.000866663,0.999999,6.27565,NaN,NaN,NaN,NaN
"13:41:18,856",-0.0019282,NaN,6.27593,NaN,NaN,NaN,NaN
"13:41:18,873",-0.00302051,NaN,6.27609,NaN,NaN,NaN,NaN
"13:41:18,892",-0.00303077,NaN,6.27629,NaN,NaN,NaN,NaN
"13:41:18,900",NaN,NaN,NaN,NaN,NaN,0.00335285,0.0126949
"13:41:18,910",-0.00197949,NaN,6.27645,NaN,NaN,NaN,NaN
"13:41:18,928",-0.000907689,NaN,6.27661,NaN,NaN,NaN,NaN
"13:41:18,946",-0.000876919,NaN,6.27681,NaN,NaN,NaN,NaN
"13:41:18,964",-0.00191795,NaN,6.27701,NaN,NaN,NaN,NaN
"13:41:18,973",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"13:41:18,982",-0.00298974,NaN,6.27721,NaN,NaN,NaN,NaN
"13:41:18,993",NaN,NaN,NaN,NaN,NaN,0.00300164,0.0117873
"13:41:19,000",-0.00301026,NaN,6.27745,NaN,NaN,NaN,NaN
"13:41:19,019",-0.00197948,NaN,6.27761,NaN,NaN,NaN,NaN
"13:41:19,037",-0.000938459,NaN,6.27773,NaN,NaN,NaN,NaN
"13:41:19,072",-0.000887176,NaN,6.27801,NaN,NaN,NaN,NaN
"13:41:19,091",-0.000928202,NaN,6.27817,NaN,NaN,NaN,NaN
"13:41:19,099",NaN,NaN,NaN,NaN,NaN,0.00204059,0.00801329
"13:41:19,110",-0.000999998,0.999999,6.27833,NaN,NaN,NaN,NaN
"13:41:19,127",-0.00103077,0.999999,6.27849,NaN,NaN,NaN,NaN
"13:41:19,145",-0.000989743,NaN,6.27861,NaN,NaN,NaN,NaN
"13:41:19,154",NaN,NaN,NaN,NaN,NaN,0.00194801,0.00764977
"13:41:19,165",-0.000887181,NaN,6.27004,NaN,NaN,NaN,NaN
"13:41:19,174",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"13:41:19,182",-0.000538464,0.999994,6.27109,NaN,NaN,NaN,NaN
"13:41:19,201",7.69003,0.999984,6.26931,NaN,NaN,NaN,NaN
"13:41:19,220",0.000405069,0.999978,6.26847,NaN,NaN,NaN,NaN
"13:41:19,256",0.00184106,0.999972,6.27547,NaN,NaN,NaN,NaN
"13:41:19,264",NaN,NaN,NaN,NaN,NaN,0.0574212,0.0384954
"13:41:19,291",0.00490266,0.999953,6.27358,NaN,NaN,NaN,NaN
"13:41:19,309",0.00502058,0.999959,6.27283,NaN,NaN,NaN,NaN
"13:41:19,327",0.00446665,0.999978,6.27164,NaN,NaN,NaN,NaN
"13:41:19,345",0.00695892,0.999992,6.27271,NaN,NaN,NaN,NaN
"13:41:19,363",NaN,NaN,NaN,NaN,NaN,0.127693,0.0285357
"13:41:19,371",0.0133488,0.999984,6.2758,NaN,NaN,NaN,NaN
"13:41:19,378",NaN,NaN,NaN,7.0,1.0,NaN,NaN
